doc_id,sent_id,entity_id,type,text,charOffset,source_type,file_name
DDI-DrugBank.d94,DDI-DrugBank.d94.s11,DDI-DrugBank.d94.s11.e36,drug,risperidone,621-631,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d94,DDI-DrugBank.d94.s11,DDI-DrugBank.d94.s11.e37,drug,theophylline,634-645,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d94,DDI-DrugBank.d94.s11,DDI-DrugBank.d94.s11.e38,drug,topiramate,648-657,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d94,DDI-DrugBank.d94.s11,DDI-DrugBank.d94.s11.e39,drug,tiagabine,660-668,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d94,DDI-DrugBank.d94.s11,DDI-DrugBank.d94.s11.e40,drug,tramadol,671-678,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d94,DDI-DrugBank.d94.s11,DDI-DrugBank.d94.s11.e41,drug,triazolam,681-689,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d94,DDI-DrugBank.d94.s11,DDI-DrugBank.d94.s11.e42,drug,valproate,692-700,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d94,DDI-DrugBank.d94.s11,DDI-DrugBank.d94.s11.e43,drug,warfarin,703-710,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d94,DDI-DrugBank.d94.s11,DDI-DrugBank.d94.s11.e44,drug,ziprasidone,717-727,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d94,DDI-DrugBank.d94.s11,DDI-DrugBank.d94.s11.e45,drug,zonisamide,734-743,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d94,DDI-DrugBank.d94.s13,DDI-DrugBank.d94.s13.e0,drug,Carbamazepine,48-60,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d94,DDI-DrugBank.d94.s13,DDI-DrugBank.d94.s13.e2,drug,Clomipramine HCl,126-141,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d94,DDI-DrugBank.d94.s13,DDI-DrugBank.d94.s13.e3,drug,Phenytoin,144-152,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d94,DDI-DrugBank.d94.s13,DDI-DrugBank.d94.s13.e4,drug,primidone,162-170,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d94,DDI-DrugBank.d94.s14,DDI-DrugBank.d94.s14.e0,drug,Carbamazepine,50-62,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d94,DDI-DrugBank.d94.s14,DDI-DrugBank.d94.s14.e1,drug,carbamazepine,94-106,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d94,DDI-DrugBank.d94.s14,DDI-DrugBank.d94.s14.e2,drug,lithium,112-118,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d94,DDI-DrugBank.d94.s15,DDI-DrugBank.d94.s15.e0,drug,carbamazepine,39-51,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d94,DDI-DrugBank.d94.s16,DDI-DrugBank.d94.s16.e1,drug,chloroquine,43-53,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d94,DDI-DrugBank.d94.s16,DDI-DrugBank.d94.s16.e2,drug,mefloquine,59-68,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d94,DDI-DrugBank.d94.s16,DDI-DrugBank.d94.s16.e3,drug,carbamazepine,102-114,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d94,DDI-DrugBank.d94.s18,DDI-DrugBank.d94.s18.e2,drug,alcohol,120-126,drugbank,Carbamazepine_ddi.xml
DDI-DrugBank.d545,DDI-DrugBank.d545.s0,DDI-DrugBank.d545.s0.e1,drug,carbenicillin indanyl sodium,11-38,drugbank,Carbenicillin_ddi.xml
DDI-DrugBank.d545,DDI-DrugBank.d545.s0,DDI-DrugBank.d545.s0.e2,drug,probenecid,117-126,drugbank,Carbenicillin_ddi.xml
DDI-DrugBank.d47,DDI-DrugBank.d47.s0,DDI-DrugBank.d47.s0.e1,drug,Carbidopa,98-106,drugbank,Carbidopa_ddi.xml
DDI-DrugBank.d47,DDI-DrugBank.d47.s0,DDI-DrugBank.d47.s0.e2,drug,levodopa,120-127,drugbank,Carbidopa_ddi.xml
DDI-DrugBank.d47,DDI-DrugBank.d47.s0,DDI-DrugBank.d47.s0.e3,drug,carbidopa,132-140,drugbank,Carbidopa_ddi.xml
DDI-DrugBank.d47,DDI-DrugBank.d47.s0,DDI-DrugBank.d47.s0.e4,drug,levodopa,142-149,drugbank,Carbidopa_ddi.xml
DDI-DrugBank.d47,DDI-DrugBank.d47.s2,DDI-DrugBank.d47.s2.e3,drug,risperidone,72-82,drugbank,Carbidopa_ddi.xml
DDI-DrugBank.d47,DDI-DrugBank.d47.s2,DDI-DrugBank.d47.s2.e4,drug,isoniazid,89-97,drugbank,Carbidopa_ddi.xml
DDI-DrugBank.d47,DDI-DrugBank.d47.s2,DDI-DrugBank.d47.s2.e5,drug,levodopa,137-144,drugbank,Carbidopa_ddi.xml
DDI-DrugBank.d47,DDI-DrugBank.d47.s3,DDI-DrugBank.d47.s3.e0,drug,levodopa,39-46,drugbank,Carbidopa_ddi.xml
DDI-DrugBank.d47,DDI-DrugBank.d47.s3,DDI-DrugBank.d47.s3.e1,drug,phenytoin,107-115,drugbank,Carbidopa_ddi.xml
DDI-DrugBank.d47,DDI-DrugBank.d47.s3,DDI-DrugBank.d47.s3.e2,drug,papaverine,121-130,drugbank,Carbidopa_ddi.xml
DDI-DrugBank.d47,DDI-DrugBank.d47.s4,DDI-DrugBank.d47.s4.e1,drug,levodopa,45-52,drugbank,Carbidopa_ddi.xml
DDI-DrugBank.d47,DDI-DrugBank.d47.s4,DDI-DrugBank.d47.s4.e2,drug,carbidopa,57-65,drugbank,Carbidopa_ddi.xml
DDI-DrugBank.d47,DDI-DrugBank.d47.s4,DDI-DrugBank.d47.s4.e3,drug,levodopa,67-74,drugbank,Carbidopa_ddi.xml
DDI-DrugBank.d47,DDI-DrugBank.d47.s5,DDI-DrugBank.d47.s5.e0,drug,Iron,0-3,drugbank,Carbidopa_ddi.xml
DDI-DrugBank.d47,DDI-DrugBank.d47.s5,DDI-DrugBank.d47.s5.e1,drug,carbidopa,45-53,drugbank,Carbidopa_ddi.xml
DDI-DrugBank.d47,DDI-DrugBank.d47.s5,DDI-DrugBank.d47.s5.e2,drug,levodopa,59-66,drugbank,Carbidopa_ddi.xml
DDI-DrugBank.d47,DDI-DrugBank.d47.s7,DDI-DrugBank.d47.s7.e0,drug,metoclopramide,9-22,drugbank,Carbidopa_ddi.xml
DDI-DrugBank.d47,DDI-DrugBank.d47.s7,DDI-DrugBank.d47.s7.e1,drug,levodopa,60-67,drugbank,Carbidopa_ddi.xml
DDI-DrugBank.d47,DDI-DrugBank.d47.s7,DDI-DrugBank.d47.s7.e2,drug,metoclopramide,101-114,drugbank,Carbidopa_ddi.xml
DDI-DrugBank.d213,DDI-DrugBank.d213.s0,DDI-DrugBank.d213.s0.e0,drug,Iodine,0-5,drugbank,Carbimazole_ddi.xml
DDI-DrugBank.d213,DDI-DrugBank.d213.s0,DDI-DrugBank.d213.s0.e1,drug,iodine,10-15,drugbank,Carbimazole_ddi.xml
DDI-DrugBank.d213,DDI-DrugBank.d213.s0,DDI-DrugBank.d213.s0.e2,drug,Carbimazole,51-61,drugbank,Carbimazole_ddi.xml
DDI-DrugBank.d213,DDI-DrugBank.d213.s0,DDI-DrugBank.d213.s0.e3,drug,iodine,71-76,drugbank,Carbimazole_ddi.xml
DDI-DrugBank.d213,DDI-DrugBank.d213.s0,DDI-DrugBank.d213.s0.e4,drug,Carbimazole,116-126,drugbank,Carbimazole_ddi.xml
DDI-DrugBank.d213,DDI-DrugBank.d213.s1,DDI-DrugBank.d213.s1.e0,drug,digoxin,23-29,drugbank,Carbimazole_ddi.xml
DDI-DrugBank.d213,DDI-DrugBank.d213.s1,DDI-DrugBank.d213.s1.e1,drug,digitoxin,35-43,drugbank,Carbimazole_ddi.xml
DDI-DrugBank.d213,DDI-DrugBank.d213.s3,DDI-DrugBank.d213.s3.e1,drug,sodium iodide I131,52-69,drugbank,Carbimazole_ddi.xml
DDI-DrugBank.d213,DDI-DrugBank.d213.s3,DDI-DrugBank.d213.s3.e2,drug,Carbimazole,142-152,drugbank,Carbimazole_ddi.xml
DDI-DrugBank.d389,DDI-DrugBank.d389.s0,DDI-DrugBank.d389.s0.e3,drug,alcohol,83-89,drugbank,Carbinoxamine_ddi.xml
DDI-DrugBank.d389,DDI-DrugBank.d389.s2,DDI-DrugBank.d389.s2.e1,drug,reserpine,66-74,drugbank,Carbinoxamine_ddi.xml
DDI-DrugBank.d389,DDI-DrugBank.d389.s2,DDI-DrugBank.d389.s2.e3,drug,methyldopa,97-106,drugbank,Carbinoxamine_ddi.xml
DDI-DrugBank.d389,DDI-DrugBank.d389.s2,DDI-DrugBank.d389.s2.e4,drug,mecamylamine,112-123,drugbank,Carbinoxamine_ddi.xml
DDI-DrugBank.d520,DDI-DrugBank.d520.s0,DDI-DrugBank.d520.s0.e0,drug,Carboplatin,65-75,drugbank,Carboplatin_ddi.xml
DDI-DrugBank.d502,DDI-DrugBank.d502.s1,DDI-DrugBank.d502.s1.e1,drug,reserpine,144-152,drugbank,Carteolol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s1,DDI-DrugBank.d269.s1.e0,drug,debrisoquin,21-31,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s1,DDI-DrugBank.d269.s1.e1,drug,carvedilol,50-59,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s1,DDI-DrugBank.d269.s1.e2,drug,quinidine,103-111,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s1,DDI-DrugBank.d269.s1.e3,drug,fluoxetine,114-123,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s1,DDI-DrugBank.d269.s1.e4,drug,paroxetine,126-135,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s1,DDI-DrugBank.d269.s1.e5,drug,propafenone,142-152,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s1,DDI-DrugBank.d269.s1.e6,drug,carvedilol,263-272,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s3,DDI-DrugBank.d269.s3.e1,drug,reserpine,137-145,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s4,DDI-DrugBank.d269.s4.e0,drug,Clonidine,0-8,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s4,DDI-DrugBank.d269.s4.e1,drug,clonidine,41-49,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s5,DDI-DrugBank.d269.s5.e1,drug,clonidine,70-78,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s6,DDI-DrugBank.d269.s6.e0,drug,Clonidine,0-8,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s7,DDI-DrugBank.d269.s7.e0,drug,Cyclosporine,0-11,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s7,DDI-DrugBank.d269.s7.e1,drug,cyclosporine,46-57,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s7,DDI-DrugBank.d269.s7.e2,drug,carvedilol,112-121,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s8,DDI-DrugBank.d269.s8.e0,drug,cyclosporine,38-49,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s8,DDI-DrugBank.d269.s8.e1,drug,cyclosporine,90-101,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s9,DDI-DrugBank.d269.s9.e0,drug,cyclosporine,42-53,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s10,DDI-DrugBank.d269.s10.e0,drug,cyclosporine,96-107,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s10,DDI-DrugBank.d269.s10.e1,drug,carvedilol,165-174,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s10,DDI-DrugBank.d269.s10.e2,drug,cyclosporine,205-216,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s11,DDI-DrugBank.d269.s11.e0,drug,Digoxin,0-6,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s11,DDI-DrugBank.d269.s11.e1,drug,Digoxin,9-15,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s11,DDI-DrugBank.d269.s11.e2,drug,digoxin,64-70,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s11,DDI-DrugBank.d269.s11.e3,drug,carvedilol,76-85,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s12,DDI-DrugBank.d269.s12.e0,drug,digoxin,5-11,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s13,DDI-DrugBank.d269.s13.e0,drug,digoxin,35-41,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s14,DDI-DrugBank.d269.s14.e0,drug,Rifampin,47-54,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s14,DDI-DrugBank.d269.s14.e1,drug,carvedilol,89-98,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s15,DDI-DrugBank.d269.s15.e0,drug,Cimetidine,0-9,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s16,DDI-DrugBank.d269.s16.e2,drug,diltiazem,158-166,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s17,DDI-DrugBank.d269.s17.e3,drug,verapamil,124-132,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s17,DDI-DrugBank.d269.s17.e4,drug,diltiazem,137-145,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s18,DDI-DrugBank.d269.s18.e0,drug,Insulin,0-6,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s18,DDI-DrugBank.d269.s18.e3,drug,insulin,112-118,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s19,DDI-DrugBank.d269.s19.e0,drug,insulin,30-36,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s0,DDI-DrugBank.d350.s0.e0,drug,caspofungin acetate,27-45,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s1,DDI-DrugBank.d350.s1.e0,drug,caspofungin,21-31,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s2,DDI-DrugBank.d350.s2.e0,drug,Caspofungin,0-10,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s3,DDI-DrugBank.d350.s3.e1,drug,itraconazole,101-112,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s3,DDI-DrugBank.d350.s3.e2,drug,amphotericin B,115-128,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s3,DDI-DrugBank.d350.s3.e3,drug,mycophenolate,131-143,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s3,DDI-DrugBank.d350.s3.e4,drug,nelfinavir,146-155,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s3,DDI-DrugBank.d350.s3.e5,drug,tacrolimus,161-170,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s4,DDI-DrugBank.d350.s4.e1,drug,itraconazole,50-61,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s4,DDI-DrugBank.d350.s4.e2,drug,amphotericin B,64-77,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s5,DDI-DrugBank.d350.s5.e1,drug,tacrolimus,38-47,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s5,DDI-DrugBank.d350.s5.e2,drug,tacrolimus,183-192,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s5,DDI-DrugBank.d350.s5.e4,drug,tacrolimus,344-353,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s6,DDI-DrugBank.d350.s6.e0,drug,tacrolimus,62-71,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s6,DDI-DrugBank.d350.s6.e1,drug,tacrolimus,110-119,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s7,DDI-DrugBank.d350.s7.e0,drug,cyclosporine,25-36,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s7,DDI-DrugBank.d350.s7.e1,drug,caspofungin,99-109,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s8,DDI-DrugBank.d350.s8.e1,drug,cyclosporine,47-58,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s9,DDI-DrugBank.d350.s9.e1,drug,cyclosporine,70-81,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s10,DDI-DrugBank.d350.s10.e0,drug,rifampin,35-42,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s10,DDI-DrugBank.d350.s10.e1,drug,caspofungin,94-104,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s11,DDI-DrugBank.d350.s11.e0,drug,rifampin,12-19,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s12,DDI-DrugBank.d350.s12.e0,drug,efavirenz,146-154,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s12,DDI-DrugBank.d350.s12.e1,drug,nevirapine,157-166,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s12,DDI-DrugBank.d350.s12.e2,drug,phenytoin,169-177,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s12,DDI-DrugBank.d350.s12.e3,drug,dexamethasone,180-192,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s12,DDI-DrugBank.d350.s12.e4,drug,carbamazepine,198-210,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s12,DDI-DrugBank.d350.s12.e6,drug,caspofungin,277-287,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s13,DDI-DrugBank.d350.s13.e0,drug,caspofungin,59-69,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s14,DDI-DrugBank.d350.s14.e1,drug,efavirenz,74-82,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s14,DDI-DrugBank.d350.s14.e2,drug,nevirapine,85-94,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s14,DDI-DrugBank.d350.s14.e3,drug,phenytoin,97-105,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s14,DDI-DrugBank.d350.s14.e4,drug,dexamethasone,108-120,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s14,DDI-DrugBank.d350.s14.e5,drug,carbamazepine,126-138,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d281,DDI-DrugBank.d281.s0,DDI-DrugBank.d281.s0.e0,drug,Probenecid,0-9,drugbank,Cefazolin_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s0,DDI-DrugBank.d420.s0.e1,drug,aluminum,10-17,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s0,DDI-DrugBank.d420.s0.e2,drug,magnesium,23-31,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s0,DDI-DrugBank.d420.s0.e3,drug,cefdinir,83-90,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s2,DDI-DrugBank.d420.s2.e0,drug,cefdinir,36-43,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s2,DDI-DrugBank.d420.s2.e2,drug,cefdinir,125-132,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s4,DDI-DrugBank.d420.s4.e0,drug,Probenecid,0-9,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s4,DDI-DrugBank.d420.s4.e2,drug,probenecid,48-57,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s4,DDI-DrugBank.d420.s4.e3,drug,cefdinir,91-98,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s4,DDI-DrugBank.d420.s4.e4,drug,cefdinir,169-176,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s5,DDI-DrugBank.d420.s5.e1,drug,Iron,42-45,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s5,DDI-DrugBank.d420.s5.e2,drug,cefdinir,77-84,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s5,DDI-DrugBank.d420.s5.e4,drug,iron,151-154,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s5,DDI-DrugBank.d420.s5.e6,drug,iron,216-219,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s7,DDI-DrugBank.d420.s7.e2,drug,cefdinir,105-112,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s8,DDI-DrugBank.d420.s8.e2,drug,cefdinir,115-122,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s10,DDI-DrugBank.d420.s10.e0,drug,cefdinir,77-84,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s11,DDI-DrugBank.d420.s11.e0,drug,cefdinir,77-84,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s11,DDI-DrugBank.d420.s11.e1,drug,iron,116-119,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s12,DDI-DrugBank.d420.s12.e0,drug,nitroprusside,112-124,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s12,DDI-DrugBank.d420.s12.e1,drug,nitroferricyanide,152-168,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s13,DDI-DrugBank.d420.s13.e0,drug,cefdinir,22-29,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d550,DDI-DrugBank.d550.s0,DDI-DrugBank.d550.s0.e1,drug,cefditoren pivoxil,38-55,drugbank,Cefditoren_ddi.xml
DDI-DrugBank.d550,DDI-DrugBank.d550.s0,DDI-DrugBank.d550.s0.e2,drug,ethinyl estradiol,98-114,drugbank,Cefditoren_ddi.xml
DDI-DrugBank.d550,DDI-DrugBank.d550.s1,DDI-DrugBank.d550.s1.e0,drug,cefditoren pivoxil,76-93,drugbank,Cefditoren_ddi.xml
DDI-DrugBank.d550,DDI-DrugBank.d550.s2,DDI-DrugBank.d550.s2.e1,drug,famotidine,90-99,drugbank,Cefditoren_ddi.xml
DDI-DrugBank.d550,DDI-DrugBank.d550.s2,DDI-DrugBank.d550.s2.e2,drug,cefditoren pivoxil,164-181,drugbank,Cefditoren_ddi.xml
DDI-DrugBank.d550,DDI-DrugBank.d550.s3,DDI-DrugBank.d550.s3.e0,drug,cefditoren pivoxil,76-93,drugbank,Cefditoren_ddi.xml
DDI-DrugBank.d550,DDI-DrugBank.d550.s4,DDI-DrugBank.d550.s4.e0,drug,Probenecid,0-9,drugbank,Cefditoren_ddi.xml
DDI-DrugBank.d550,DDI-DrugBank.d550.s4,DDI-DrugBank.d550.s4.e2,drug,probenecid,69-78,drugbank,Cefditoren_ddi.xml
DDI-DrugBank.d550,DDI-DrugBank.d550.s4,DDI-DrugBank.d550.s4.e3,drug,cefditoren pivoxil,85-102,drugbank,Cefditoren_ddi.xml
DDI-DrugBank.d550,DDI-DrugBank.d550.s4,DDI-DrugBank.d550.s4.e4,drug,cefditoren,154-163,drugbank,Cefditoren_ddi.xml
DDI-DrugBank.d550,DDI-DrugBank.d550.s7,DDI-DrugBank.d550.s7.e0,drug,cefditoren pivoxil,205-222,drugbank,Cefditoren_ddi.xml
DDI-DrugBank.d378,DDI-DrugBank.d378.s1,DDI-DrugBank.d378.s1.e2,drug,furosemide,124-133,drugbank,Cefepime_ddi.xml
DDI-DrugBank.d378,DDI-DrugBank.d378.s2,DDI-DrugBank.d378.s2.e0,drug,cefepime,56-63,drugbank,Cefepime_ddi.xml
DDI-DrugBank.d339,DDI-DrugBank.d339.s0,DDI-DrugBank.d339.s0.e0,drug,Carbamazepine,0-12,drugbank,Cefixime_ddi.xml
DDI-DrugBank.d339,DDI-DrugBank.d339.s0,DDI-DrugBank.d339.s0.e1,drug,carbamazepine,24-36,drugbank,Cefixime_ddi.xml
DDI-DrugBank.d339,DDI-DrugBank.d339.s1,DDI-DrugBank.d339.s1.e0,drug,carbamazepine,65-77,drugbank,Cefixime_ddi.xml
DDI-DrugBank.d339,DDI-DrugBank.d339.s2,DDI-DrugBank.d339.s2.e0,drug,Warfarin,0-7,drugbank,Cefixime_ddi.xml
DDI-DrugBank.d339,DDI-DrugBank.d339.s2,DDI-DrugBank.d339.s2.e2,drug,cefixime,115-122,drugbank,Cefixime_ddi.xml
DDI-DrugBank.d339,DDI-DrugBank.d339.s3,DDI-DrugBank.d339.s3.e0,drug,nitroprusside,112-124,drugbank,Cefixime_ddi.xml
DDI-DrugBank.d339,DDI-DrugBank.d339.s3,DDI-DrugBank.d339.s3.e1,drug,nitroferricyanide,151-167,drugbank,Cefixime_ddi.xml
DDI-DrugBank.d100,DDI-DrugBank.d100.s1,DDI-DrugBank.d100.s1.e1,drug,cefotaxime sodium,60-76,drugbank,Cefotaxime_ddi.xml
DDI-DrugBank.d483,DDI-DrugBank.d483.s4,DDI-DrugBank.d483.s4.e1,drug,cefotetan,53-61,drugbank,Cefotetan_ddi.xml
DDI-DrugBank.d556,DDI-DrugBank.d556.s1,DDI-DrugBank.d556.s1.e0,drug,cephalothin,42-52,drugbank,Cefoxitin_ddi.xml
