doc_id,sent_id,text,source_type,file_name
DDI-DrugBank.d389,DDI-DrugBank.d389.s3,Effects of sympathomimetics are increased with MAO inhibitors and beta adrenergic blockers.,drugbank,Carbinoxamine_ddi.xml
DDI-DrugBank.d520,DDI-DrugBank.d520.s0,The renal effects of nephrotoxic compounds may be potentiated by Carboplatin.,drugbank,Carboplatin_ddi.xml
DDI-DrugBank.d23,DDI-DrugBank.d23.s0,HEMABATE may augment the activity of other oxytocic agents.,drugbank,Carboprost Tromethamine_ddi.xml
DDI-DrugBank.d23,DDI-DrugBank.d23.s1,Concomitant use with other oxytocic agents is not recommended,drugbank,Carboprost Tromethamine_ddi.xml
DDI-DrugBank.d23,DDI-DrugBank.d23.s2,.,drugbank,Carboprost Tromethamine_ddi.xml
DDI-DrugBank.d23,DDI-DrugBank.d23.s3,,drugbank,Carboprost Tromethamine_ddi.xml
DDI-DrugBank.d502,DDI-DrugBank.d502.s0,Ocupress should be used with caution in patients who are receiving a beta-adrenergic blocking agent orally because of the potential for additive effects on systemic beta-blockade.,drugbank,Carteolol_ddi.xml
DDI-DrugBank.d502,DDI-DrugBank.d502.s1,"Close observation of the patient is recommended when a beta-blocker is administered to patients receiving catecholamine-depleting drugs such as reserpine, because of possible additive effects and the production of hypotension and/or marked bradycardia, which may produce vertigo, syncope, or postural hypotension.",drugbank,Carteolol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s0,Inhibitors of CYP2D6;,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s1,"poor metabolizers of debrisoquin: Interactions of carvedilol with strong inhibitors of CYP2D6 (such as quinidine, fluoxetine, paroxetine, and propafenone) have not been studied, but these drugs would be expected to increase blood levels of the R(+) enantiomer of carvedilol .",drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s2,"Retrospective analysis of side effects in clinical trials showed that poor 2D6 metabolizers had a higher rate of dizziness during up-titration, presumably resulting from vasodilating effects of the higher concentrations of the a-blocking R(+) enantiomer.",drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s3,"Catecholamine-depleting Agents: Patients taking both agents with b-blocking properties and a drug that can deplete catecholamines (e.g., reserpine and monoamine oxidase inhibitors) should be observed closely for signs of hypotension and/or severe bradycardia.",drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s4,Clonidine: Concomitant administration of clonidine with agents with b-blocking properties may potentiate blood-pressure- and heart-rate-lowering effects.,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s5,"When concomitant treatment with agents with b-blocking properties and clonidine is to be terminated, the b-blocking agent should be discontinued first.",drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s6,Clonidine therapy can then be discontinued several days later by gradually decreasing the dosage.,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s7,Cyclosporine: Modest increases in mean trough cyclosporine concentrations were observed following initiation of carvedilol treatment in 21 renal transplant patients suffering from chronic vascular rejection.,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s8,"In about 30% of patients, the dose of cyclosporine had to be reduced in order to maintain cyclosporine concentrations within the therapeutic range, while in the remainder no adjustment was needed.",drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s9,"On the average for the group, the dose of cyclosporine was reduced about 20% in these patients.",drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s10,"Due to wide interindividual variability in the dose adjustment required, it is recommended that cyclosporine concentrations be monitored closely after initiation of carvedilol therapy and that the dose of cyclosporine be adjusted as appropriate.",drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s11,Digoxin: Digoxin concentrations are increased by about 15% when digoxin and carvedilol are administered concomitantly.,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s12,Both digoxin and COREG slow AV conduction.,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s13,"Therefore, increased monitoring of digoxin is recommended when initiating, adjusting, or discontinuing COREG.",drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s14,Inducers and Inhibitors of Hepatic Metabolism: Rifampin reduced plasma concentrations of carvedilol by about 70%.,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s15,Cimetidine increased AUC by about 30% but caused no change in Cmax.,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s16,Calcium Channel Blockers: Isolated cases of conduction disturbance (rarely with hemodynamic compromise) have been observed when COREG is co-administered with diltiazem.,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s17,"As with other agents with b-blocking properties, if COREG is to be administered orally with calcium channel blockers of the verapamil or diltiazem type, it is recommended that ECG and blood pressure be monitored.",drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s18,Insulin or Oral Hypoglycemics: Agents with b-blocking properties may enhance the blood-sugar-reducing effect of insulin and oral hypoglycemics.,drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d269,DDI-DrugBank.d269.s19,"Therefore, in patients taking insulin or oral hypoglycemics, regular monitoring of blood glucose is recommended.",drugbank,Carvedilol_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s0,Studies in vitro show that caspofungin acetate is not an inhibitor of any enzyme in the cytochrome P450 (CYP) system.,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s1,"In clinical studies, caspofungin did not induce the CYP3A4 metabolism of other drugs.",drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s2,Caspofungin is not a substrate for P-glycoprotein and is a poor substrate for cytochrome P450 enzymes.,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s3,"Clinical studies in healthy volunteers show that the pharmacokinetics of CANCIDAS are not altered by itraconazole, amphotericin B, mycophenolate, nelfinavir, or tacrolimus.",drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s4,"CANCIDAS has no effect on the pharmacokinetics of itraconazole, amphotericin B, or the active metabolite of mycophenolate.",drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s5,"CANCIDAS reduced the blood AUC0-12 of tacrolimus by approximately 20%, peak blood concentration (Cmax) by 16%, and 12-hour blood concentration (C12hr) by 26% in healthy subjects when tacrolimus (2 doses of 0.1 mg/kg 12 hours apart) was administered on the 10th day of CANCIDAS 70 mg daily, as compared to results from a control period in which tacrolimus was administered alone.",drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s6,"For patients receiving both therapies, standard monitoring of tacrolimus blood concentrations and appropriate tacrolimus dosage adjustments are recommended.",drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s7,"In two clinical studies, cyclosporine (one 4 mg/kg dose or two 3 mg/kg doses) increased the AUC of caspofungin by approximately 35%.",drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s8,CANCIDAS did not increase the plasma levels of cyclosporine.,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s9,There were transient increases in liver ALT and AST when CANCIDAS and cyclosporine were co-administered.,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s10,A drug-drug interaction study with rifampin in healthy volunteers has shown a 30% decrease in caspofungin trough concentrations.,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s11,Patients on rifampin should receive 70 mg of CANCIDAS daily.,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s12,"In addition, results from regression analyses of patient pharmacokinetic data suggest that co-administration of other inducers of drug clearance (efavirenz, nevirapine, phenytoin, dexamethasone, or carbamazepine) with CANCIDAS may result in clinically meaningful reductions in caspofungin concentrations.",drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s13,It is not known which drug clearance mechanism involved in caspofungin disposition may be inducible.,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s14,"When CANCIDAS is co-administered with inducers of drug clearance, such as efavirenz, nevirapine, phenytoin, dexamethasone, or carbamazepine, use of a daily dose of 70 mg of CANCIDAS should be considered",drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s15,.,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d350,DDI-DrugBank.d350.s16,,drugbank,Caspofungin_ddi.xml
DDI-DrugBank.d557,DDI-DrugBank.d557.s0,Drug/Laboratory Test Interactions Positive direct Coombs  tests have been reported during treatment with the cephalosporin antibiotics.,drugbank,Cefadroxil_ddi.xml
DDI-DrugBank.d557,DDI-DrugBank.d557.s1,"In hematologic studies or in transfusion cross-matching procedures when anti-globulin tests are performed on the minor side or in Coombs  testing of newborns whose mothers have received cephalosporin antibiotics before parturition, it should be recognized that a positive Coombs  test may be due to the drug.",drugbank,Cefadroxil_ddi.xml
DDI-DrugBank.d281,DDI-DrugBank.d281.s0,"Probenecid may decrease renal tubular secretion of cephalosporins when used concurrently, resulting in increased and more prolonged cephalosporin blood levels.",drugbank,Cefazolin_ddi.xml
DDI-DrugBank.d281,DDI-DrugBank.d281.s1,"Drug/Laboratory Test Interactions A false positive reaction for glucose in the urine may occur with Benedicts solution, Fehlings solution or with CLINITEST  tablets, but not with enzyme-based tests such as CLINISTIX .",drugbank,Cefazolin_ddi.xml
DDI-DrugBank.d281,DDI-DrugBank.d281.s2,Positive direct and indirect antiglobulin (Coombs) tests have occurred;,drugbank,Cefazolin_ddi.xml
DDI-DrugBank.d281,DDI-DrugBank.d281.s3,these may also occur in neonates whose mothers received cephalosporins before delivery.,drugbank,Cefazolin_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s0,Antacids (aluminum- or magnesium-containing): Concomitant administration of 300-mg cefdinir capsules with 30 mL Maalox TC suspension reduces the rate (Cmax) and extent (AUC) of absorption by approximately 40%.,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s1,Time to reach Cmax is also prolonged by 1 hour.,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s2,There are no significant effects on cefdinir pharmacokinetics if the antacid is administered 2 hours before or 2 hours after cefdinir.,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s3,"If antacids are required during OMNICEF therapy, OMNICEF should be taken at least 2 hours before or after the antacid.",drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s4,"Probenecid: As with other b-lactam antibiotics, probenecid inhibits the renal excretion of cefdinir, resulting in an approximate doubling in A.C. a 54% increase in peak cefdinir plasma levels, and a 50% prolongation in the apparent elimination half-life.",drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s5,"Iron Supplements and Foods Fortified With Iron Concomitant administration of cefdinir with a therapeutic iron supplement containing 60 mg of elemental iron (as FeSO4) or vitamins supplemented with 10 mg of elemental iron reduced extent of absorption by 80% and 31%, respectively.",drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s6,"If iron supplements are required during OMNICEF therapy, OMNICEF should be taken at least 2 hours before or after the supplement.",drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s7,The effect of foods highly fortified with elemental iron (primarily iron-fortified breakfast cereals) on cefdinir absorption has not been studied.,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s8,Concomitantly administered iron-fortified infant formula (2.2 mg elemental iron/6 oz) has no significant effect on cefdinir pharmacokinetics.,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s9,"Therefore, OMNICEF for Oral Suspension can be administered with iron-fortified infant formula.",drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s10,There have been rare reports of reddish stools in patients who have received cefdinir in Japan.,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s11,The reddish color is due to the formation of a nonabsorbable complex between cefdinir or its breakdown products and iron in the gastrointestinal tract.,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s12,"Drug/Laboratory Test Interactions A false-positive reaction for ketones in the urine may occur with tests using nitroprusside, but not with those using nitroferricyanide.",drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s13,"The administration of cefdinir may result in a false-positive reaction for glucose in urine using Clinitest , Benedict s solution, or Fehlings solution.",drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s14,It is recommended that glucose tests based on enzymatic glucose oxidase reactions (such as Clinistix  or Tes-Tape ) be used.,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d420,DDI-DrugBank.d420.s15,Cephalosporins are known to occasionally induce a positive direct Coombs  test.,drugbank,Cefdinir_ddi.xml
DDI-DrugBank.d550,DDI-DrugBank.d550.s0,"Oral Contraceptives Multiple doses of cefditoren pivoxil had no effect on the pharmacokinetics of ethinyl estradiol, the estrogenic component in most oral contraceptives.",drugbank,Cefditoren_ddi.xml
DDI-DrugBank.d550,DDI-DrugBank.d550.s1,"Although the clinical significance is not known, it is not recommended that cefditoren pivoxil be taken concomitantly with antacids.",drugbank,Cefditoren_ddi.xml
DDI-DrugBank.d550,DDI-DrugBank.d550.s2,"H2-Receptor Antagonists: Co-administration of a single dose of intravenously administered famotidine (20 mg) reduced the oral absorption of a single 400 mg dose of cefditoren pivoxil administered following a meal, as evidenced by a 27% decrease in mean Cmax and a 22% decrease in mean AUC.",drugbank,Cefditoren_ddi.xml
DDI-DrugBank.d550,DDI-DrugBank.d550.s3,"Although the clinical significance is not known, it is not recommended that cefditoren pivoxil be taken concomitantly with H2 receptor antagonists.",drugbank,Cefditoren_ddi.xml
DDI-DrugBank.d550,DDI-DrugBank.d550.s4,"Probenecid: As with other b-lactam antibiotics, co-administration of probenecid with cefditoren pivoxil resulted in an increase in the plasma exposure of cefditoren, with a 49% increase in mean Cmax, a 122% increase in mean AUC, and a 53% increase in half-life.",drugbank,Cefditoren_ddi.xml
DDI-DrugBank.d550,DDI-DrugBank.d550.s5,Drug/Laboratory Test Interactions Cephalosporins are known to occasionally induce a positive direct Coombs test.,drugbank,Cefditoren_ddi.xml
DDI-DrugBank.d550,DDI-DrugBank.d550.s6,"A false-positive reaction for glucose in the urine may occur with copper reduction tests (Benedicts or Fehlings solution or with CLINITEST tablets), but not with enzyme-based tests for glycosuria (e.g., CLINISTIX, TES-TAPE).",drugbank,Cefditoren_ddi.xml
DDI-DrugBank.d550,DDI-DrugBank.d550.s7,"As a false-negative result may occur in the ferricyanide test, it is recommended that either the glucose oxidase or hexokinase method be used to determine blood/plasma glucose levels in patients receiving cefditoren pivoxil.",drugbank,Cefditoren_ddi.xml
DDI-DrugBank.d378,DDI-DrugBank.d378.s0,Renal function should be monitored carefully if high doses of aminoglycosides are to be administered with MAXIPIME because of the increased potential of nephrotoxicity and ototoxicity of aminoglycoside antibiotics.,drugbank,Cefepime_ddi.xml
DDI-DrugBank.d378,DDI-DrugBank.d378.s1,Nephrotoxicity has been reported following concomitant administration of other cephalosporins with potent diuretics such as furosemide.,drugbank,Cefepime_ddi.xml
DDI-DrugBank.d378,DDI-DrugBank.d378.s2,Drug/Laboratory Test Interactions The administration of cefepime may result in a false-positive reaction for glucose in the urine when using Clinitest  tablets.,drugbank,Cefepime_ddi.xml
DDI-DrugBank.d378,DDI-DrugBank.d378.s3,It is recommended that glucose tests based on enzymatic glucose oxidase reactions (such as Clinistix  or Tes-Tape  ) be used.,drugbank,Cefepime_ddi.xml
DDI-DrugBank.d339,DDI-DrugBank.d339.s0,Carbamazepine: Elevated carbamazepine levels have been reported in postmarketing experience when SUPRAX is administered concomitantly.,drugbank,Cefixime_ddi.xml
DDI-DrugBank.d339,DDI-DrugBank.d339.s1,Drug monitoring may be of assistance in detecting alterations in carbamazepine plasma concentrations.,drugbank,Cefixime_ddi.xml
DDI-DrugBank.d339,DDI-DrugBank.d339.s2,"Warfarin and Anticoagulants: Increased prothrombin time, with or without clinical bleeding, has been reported when cefixime is administered concomitantly.",drugbank,Cefixime_ddi.xml
DDI-DrugBank.d339,DDI-DrugBank.d339.s3,Drug/Laboratory Test Interactions A false-positive reaction for ketones in the urine may occur with tests using nitroprusside but not with those using nitroferricyanide.,drugbank,Cefixime_ddi.xml
DDI-DrugBank.d339,DDI-DrugBank.d339.s4,"The administration of SUPRAX may result in a false-positive reaction for glucose in the urine using Clinitest **, Benedict s solution, or Fehling s solution.",drugbank,Cefixime_ddi.xml
DDI-DrugBank.d339,DDI-DrugBank.d339.s5,It is recommended that glucose tests based on enzymatic glucose oxidase reactions (such as Clinistix ** or Tes-Tape **) be used.,drugbank,Cefixime_ddi.xml
DDI-DrugBank.d339,DDI-DrugBank.d339.s6,A false-positive direct Coombs test has been reported during treatment with other cephalosporin antibiotics;,drugbank,Cefixime_ddi.xml
DDI-DrugBank.d339,DDI-DrugBank.d339.s7,"therefore, it should be recognized that a positive Coombs test may be due to the drug.",drugbank,Cefixime_ddi.xml
DDI-DrugBank.d100,DDI-DrugBank.d100.s0,Increased nephrotoxicity has been reported following concomitant administration of cephalosporins and aminoglycoside antibiotics.,drugbank,Cefotaxime_ddi.xml
DDI-DrugBank.d100,DDI-DrugBank.d100.s1,"Drug/Laboratory Test Interactions Cephalosporins, including cefotaxime sodium, are known to occasionally induce a positive direct Coombs test.",drugbank,Cefotaxime_ddi.xml
DDI-DrugBank.d483,DDI-DrugBank.d483.s0,Increases in serum creatinine have occurred when CEFOTAN was given alone.,drugbank,Cefotetan_ddi.xml
DDI-DrugBank.d483,DDI-DrugBank.d483.s1,"If CEFOTAN and an aminoglycoside are used concomitantly, renal function should be carefully monitored, because nephrotoxicity may be potentiated.",drugbank,Cefotetan_ddi.xml
DDI-DrugBank.d483,DDI-DrugBank.d483.s2,"Drug/Laboratory Test Interactions: The administration of CEFOTAN may result in a false positive reaction for glucose in the urine using Clinitest  , Benedicts solution, or Fehlings solution.",drugbank,Cefotetan_ddi.xml
DDI-DrugBank.d483,DDI-DrugBank.d483.s3,It is recommended that glucose tests based on enzymatic glucose oxidase be used.,drugbank,Cefotetan_ddi.xml
DDI-DrugBank.d483,DDI-DrugBank.d483.s4,"As with other cephalosporins, high concentrations of cefotetan may interfere with measurement of serum and urine creatinine levels by Jaffe  reaction and produce false increases in the levels of creatinine reported.",drugbank,Cefotetan_ddi.xml
DDI-DrugBank.d556,DDI-DrugBank.d556.s0,Increased nephrotoxicity has been reported following concomitant administration of cephalosporins and aminoglycoside antibiotics.,drugbank,Cefoxitin_ddi.xml
DDI-DrugBank.d556,DDI-DrugBank.d556.s1,"Drug/Laboratory Test Interactions As with cephalothin, high concentrations of cefoxitin ( 100 micrograms/mL) may interfere with measurement of serum and urine creatinine levels by the Jaff  reaction, and produce false increases of modest degree in the levels of creatinine reported.",drugbank,Cefoxitin_ddi.xml
DDI-DrugBank.d556,DDI-DrugBank.d556.s2,Serum samples from patients treated with cefoxitin should not be analyzed for creatinine if withdrawn within 2 hours of drug administration.,drugbank,Cefoxitin_ddi.xml
DDI-DrugBank.d556,DDI-DrugBank.d556.s3,"High concentrations of cefoxitin in the urine may interfere with measurement of urinary 17-hydroxy-corticosteroids by the Porter-Silber reaction, and produce false increases of modest degree in the levels reported.",drugbank,Cefoxitin_ddi.xml
DDI-DrugBank.d556,DDI-DrugBank.d556.s4,A false-positive reaction for glucose in the urine may occur.,drugbank,Cefoxitin_ddi.xml
DDI-DrugBank.d556,DDI-DrugBank.d556.s5,This has been observed with CLINITEST  reagent tablets,drugbank,Cefoxitin_ddi.xml
DDI-DrugBank.d556,DDI-DrugBank.d556.s6,.,drugbank,Cefoxitin_ddi.xml
DDI-DrugBank.d556,DDI-DrugBank.d556.s7,"Registered trademark of Ames Company, Division of Miles Laboratories, Inc.",drugbank,Cefoxitin_ddi.xml
DDI-DrugBank.d121,DDI-DrugBank.d121.s0,Nephrotoxicity has been reported following concomitant administration of aminoglycoside antibiotics and cephalosporin antibiotics.,drugbank,Cefprozil_ddi.xml
DDI-DrugBank.d121,DDI-DrugBank.d121.s1,Concomitant administration of probenecid doubled the AUC for cefprozil.,drugbank,Cefprozil_ddi.xml
DDI-DrugBank.d121,DDI-DrugBank.d121.s2,The bioavailability of the capsule formulation of cefprozil was not affected when administered 5 minutes following an antacid.,drugbank,Cefprozil_ddi.xml
DDI-DrugBank.d122,DDI-DrugBank.d122.s0,Nephrotoxicity has been reported following concomitant administration of cephalosporins with aminoglycoside antibiotics or potent diuretics such as furosemide.,drugbank,Ceftazidime_ddi.xml
DDI-DrugBank.d122,DDI-DrugBank.d122.s1,"Renal function should be carefully monitored, especially if higher dosages of the aminoglycosides are to be administered or if therapy is prolonged, because of the potential nephrotoxicity and ototoxicity of aminoglycosidic antibiotics.",drugbank,Ceftazidime_ddi.xml
DDI-DrugBank.d122,DDI-DrugBank.d122.s2,Nephrotoxicity and ototoxicity were not noted when ceftazidime was given alone in clinical trials.,drugbank,Ceftazidime_ddi.xml
DDI-DrugBank.d122,DDI-DrugBank.d122.s3,"Chloramphenicol has been shown to be antagonistic to beta-lactam antibiotics, including ceftazidime, based on in vitro studies and time kill curves with enteric gram-negative bacilli.",drugbank,Ceftazidime_ddi.xml
DDI-DrugBank.d122,DDI-DrugBank.d122.s4,"Due to the possibility of antagonism in vivo, particularly when bactericidal activity is desired, this drug combination should be avoided.",drugbank,Ceftazidime_ddi.xml
DDI-DrugBank.d122,DDI-DrugBank.d122.s5,"Drug/Laboratory Test Interactions The administration of ceftazidime may result in a false-positive reaction for glucose in the urine when using CLINITEST  tablets, Benedicts solution, or Fehlings solution.",drugbank,Ceftazidime_ddi.xml
DDI-DrugBank.d122,DDI-DrugBank.d122.s6,It is recommended that glucose tests based on enzymatic glucose oxidase reactions (such as CLINISTIX  or TES-TAPE ) be used.,drugbank,Ceftazidime_ddi.xml
DDI-DrugBank.d32,DDI-DrugBank.d32.s0,Theophylline: Twelve healthy male volunteers were administered one 200-mg ceftibuten capsule twice daily for 6 days.,drugbank,Ceftibuten_ddi.xml
DDI-DrugBank.d32,DDI-DrugBank.d32.s1,"With the morning dose of ceftibuten on day 6, each volunteer received a single intravenous infusion of theophylline (4 mg/kg).",drugbank,Ceftibuten_ddi.xml
DDI-DrugBank.d32,DDI-DrugBank.d32.s2,The pharmacokinetics of theophylline were not altered.,drugbank,Ceftibuten_ddi.xml
DDI-DrugBank.d32,DDI-DrugBank.d32.s3,The effect of ceftibuten on the pharmacokinetics of theophylline administered orally has not been investigated.,drugbank,Ceftibuten_ddi.xml
DDI-DrugBank.d32,DDI-DrugBank.d32.s4,Antacids or H 2 -receptor antagonists: The effect of increased gastric pH on the bioavailability of ceftibuten was evaluated in 18 healthy adult volunteers.,drugbank,Ceftibuten_ddi.xml
DDI-DrugBank.d32,DDI-DrugBank.d32.s5,Each volunteer was administered one 400-mg ceftibuten capsule.,drugbank,Ceftibuten_ddi.xml
DDI-DrugBank.d32,DDI-DrugBank.d32.s6,A single dose of liquid antacid did not affect the C max or AUC of ceftibuten;,drugbank,Ceftibuten_ddi.xml
DDI-DrugBank.d32,DDI-DrugBank.d32.s7,"however, 150 mg of ranitidine q12h for 3 days increased the ceftibuten C max by 23% and ceftibuten AUC by 16%.",drugbank,Ceftibuten_ddi.xml
DDI-DrugBank.d32,DDI-DrugBank.d32.s8,The clinical relevance of these increases is not known.,drugbank,Ceftibuten_ddi.xml
DDI-DrugBank.d32,DDI-DrugBank.d32.s9,Drug/Laboratory Test Interactions: There have been no chemical or laboratory test interactions with ceftibuten noted to date.,drugbank,Ceftibuten_ddi.xml
DDI-DrugBank.d32,DDI-DrugBank.d32.s10,False-positive direct Coombs tests have been reported during treatment with other cephalosporins.,drugbank,Ceftibuten_ddi.xml
DDI-DrugBank.d32,DDI-DrugBank.d32.s11,"Therefore, it should be recognized that a positive Coombs test could be due to the drug.",drugbank,Ceftibuten_ddi.xml
DDI-DrugBank.d32,DDI-DrugBank.d32.s12,The results of assays using red cells from healthy subjects to determine whether ceftibuten would cause direct Coombs reactions in vitro showed no positive reaction at ceftibuten concentrations as high as 40  g/mL.,drugbank,Ceftibuten_ddi.xml
DDI-DrugBank.d33,DDI-DrugBank.d33.s0,"Although the occurrence has not been reported with Cefizox, nephrotoxicity has been reported following concomitant administration of other cephalosporins and aminoglycosides.",drugbank,Ceftizoxime_ddi.xml
DDI-DrugBank.d447,DDI-DrugBank.d447.s0,Drug/Laboratory Test Interactions: A false-positive reaction for glucose in the urine may occur with copper reduction tests (Benedict s or Fehling s solution or with Clinitest  tablets) but not with enzyme-based tests for glycosuria.,drugbank,Cefuroxime_ddi.xml
DDI-DrugBank.d447,DDI-DrugBank.d447.s1,"As a false-negative result may occur in the ferricyanide test, it is recommended that either the glucose oxidase or hexokinase method be used to determine blood plasma glucose levels in patients receiving cefuroxime.",drugbank,Cefuroxime_ddi.xml
DDI-DrugBank.d447,DDI-DrugBank.d447.s2,Cefuroxime does not interfere with the assay of serum and urine creatinine by the alkaline picrate method.,drugbank,Cefuroxime_ddi.xml
DDI-DrugBank.d172,DDI-DrugBank.d172.s0,General: Significant interactions may occur when celecoxib is administered together with drugs that inhibit P450 2C9.,drugbank,Celecoxib_ddi.xml
DDI-DrugBank.d172,DDI-DrugBank.d172.s1,Celecoxib metabolism is predominantly mediated via cytochrome P450 2C9 in the liver.,drugbank,Celecoxib_ddi.xml
DDI-DrugBank.d172,DDI-DrugBank.d172.s2,Co-administration of celecoxib with drugs that are known to inhibit 2C9 should be done with caution.,drugbank,Celecoxib_ddi.xml
DDI-DrugBank.d172,DDI-DrugBank.d172.s3,"In vitro studies indicate that celecoxib is not an inhibitor of cytochrome P450 2C9, 2C19 or 3A4.",drugbank,Celecoxib_ddi.xml
DDI-DrugBank.d172,DDI-DrugBank.d172.s4,"In vitro studies also indicate that celecoxib, although not a substrate, is an inhibitor of cytochrome P450 2D6.",drugbank,Celecoxib_ddi.xml
DDI-DrugBank.d172,DDI-DrugBank.d172.s5,"Therefore, there is a potential for an in vivo drug interaction with drugs that are metabolized by P450 2D6.",drugbank,Celecoxib_ddi.xml
DDI-DrugBank.d172,DDI-DrugBank.d172.s6,Clinical studies with celecoxib have identified potentially significant interactions with fluconazole and lithium.,drugbank,Celecoxib_ddi.xml
DDI-DrugBank.d172,DDI-DrugBank.d172.s7,Experience with nonsteroidal anti-inflammatory drugs (NSAIDs) suggests the potential for interactions with furosemide and ACE inhibitors.,drugbank,Celecoxib_ddi.xml
DDI-DrugBank.d172,DDI-DrugBank.d172.s8,"The effects celecoxib on the pharmacokinetics and/or pharmacodynamics of glyburide, ketoconazole, methotrexate, phenytoin, tolbutamide, and warfarin have been studied in vivo and clinically important interactions have not been found.",drugbank,Celecoxib_ddi.xml
DDI-DrugBank.d172,DDI-DrugBank.d172.s9,ACE inhibitors: Reports suggest that NSAIDs may diminish the antihypertensive effect of Angiotensin Converting Enzyme (ACE) inhibitors.,drugbank,Celecoxib_ddi.xml
